TIME,AMPLITUDE
0.000000000000000e+00,0.000000e+00
1.250000014607622e-08,2.679314e-05
5.000000058430487e-08,2.220925e-04
2.000000023372195e-07,1.177752e-03
4.000000046744390e-07,2.509447e-03
8.000000093488779e-07,5.316121e-03
1.532726883411096e-06,1.085599e-02
2.604794936866354e-06,1.974555e-02
4.195945744800305e-06,3.430068e-02
6.378114784387671e-06,5.616689e-02
9.465708360490123e-06,8.951337e-02
1.374460551880730e-05,1.382172e-01
2.000731966019077e-05,2.116007e-01
2.954792182543648e-05,3.243333e-01
3.931354682543648e-05,4.390758e-01
4.907917182543648e-05,5.522521e-01
6.861042182543649e-05,7.718924e-01
8.814167182543648e-05,9.798380e-01
1.076729218254365e-04,1.172961e+00
1.272041718254365e-04,1.348357e+00
1.467354218254365e-04,1.503387e+00
1.662666718254365e-04,1.635721e+00
1.857979218254365e-04,1.743368e+00
2.053291718254365e-04,1.824708e+00
2.248604218254365e-04,1.878518e+00
2.443916718254365e-04,1.903989e+00
2.639229218254366e-04,1.900738e+00
2.834541718254366e-04,1.868815e+00
3.029854218254366e-04,1.808698e+00
3.225166718254366e-04,1.721292e+00
3.420479218254366e-04,1.607913e+00
3.615791718254366e-04,1.470265e+00
3.811104218254367e-04,1.310420e+00
4.006416718254367e-04,1.130780e+00
4.201729218254367e-04,9.340485e-01
4.397041718254367e-04,7.231844e-01
4.592354218254367e-04,5.013593e-01
4.787666718254367e-04,2.719097e-01
4.982979218254367e-04,3.828679e-02
5.178291718254367e-04,-1.959955e-01
5.373604218254367e-04,-4.274131e-01
5.568916718254368e-04,-6.524854e-01
5.764229218254368e-04,-8.678271e-01
5.959541718254368e-04,-1.070199e+00
6.154854218254368e-04,-1.256557e+00
6.350166718254368e-04,-1.424099e+00
6.545479218254368e-04,-1.570304e+00
6.740791718254369e-04,-1.692973e+00
6.936104218254369e-04,-1.790261e+00
7.131416718254369e-04,-1.860704e+00
7.326729218254369e-04,-1.903244e+00
7.522041718254369e-04,-1.917240e+00
7.717354218254369e-04,-1.902481e+00
7.912666718254370e-04,-1.859190e+00
8.107979218254370e-04,-1.788018e+00
8.303291718254370e-04,-1.690034e+00
8.498604218254370e-04,-1.566713e+00
8.693916718254370e-04,-1.419910e+00
8.889229218254371e-04,-1.251832e+00
9.084541718254371e-04,-1.065008e+00
9.279854218254371e-04,-8.622471e-01
9.377510468254371e-04,-7.558354e-01
9.475166718254371e-04,-6.465993e-01
9.572822968254371e-04,-5.349501e-01
9.670479218254371e-04,-4.213081e-01
9.768135468254371e-04,-3.061008e-01
9.865791718254371e-04,-1.897620e-01
9.963447968254371e-04,-7.272938e-02
1.006110421825437e-03,4.455645e-02
1.015876046825437e-03,1.616541e-01
1.025641671825437e-03,2.781228e-01
1.035407296825437e-03,3.935243e-01
1.045172921825437e-03,5.074242e-01
1.054938546825437e-03,6.193938e-01
1.074469796825437e-03,8.358654e-01
1.094001046825437e-03,1.039683e+00
1.113532296825437e-03,1.227782e+00
1.133063546825437e-03,1.397331e+00
1.152594796825437e-03,1.545783e+00
1.172126046825437e-03,1.670903e+00
1.191657296825437e-03,1.770809e+00
1.211188546825437e-03,1.844000e+00
1.230719796825437e-03,1.889374e+00
1.250251046825437e-03,1.906250e+00
1.269782296825437e-03,1.894372e+00
1.289313546825437e-03,1.853920e+00
1.308844796825437e-03,1.785503e+00
1.328376046825437e-03,1.690149e+00
1.347907296825437e-03,1.569293e+00
1.367438546825437e-03,1.424752e+00
1.386969796825437e-03,1.258701e+00
1.406501046825438e-03,1.073637e+00
1.426032296825438e-03,8.723449e-01
1.445563546825438e-03,6.578509e-01
1.465094796825438e-03,4.333817e-01
1.484626046825438e-03,2.023137e-01
1.504157296825438e-03,-3.187761e-02
1.523688546825438e-03,-2.656697e-01
1.543219796825438e-03,-4.955461e-01
1.562751046825438e-03,-7.180491e-01
1.582282296825438e-03,-9.298321e-01
1.601813546825438e-03,-1.127710e+00
1.621344796825438e-03,-1.308705e+00
1.640876046825438e-03,-1.470097e+00
1.660407296825438e-03,-1.609456e+00
1.679938546825438e-03,-1.724688e+00
1.699469796825438e-03,-1.814058e+00
1.719001046825438e-03,-1.876223e+00
1.738532296825438e-03,-1.910248e+00
1.758063546825438e-03,-1.915620e+00
1.777594796825438e-03,-1.892259e+00
1.797126046825438e-03,-1.840516e+00
1.816657296825438e-03,-1.761169e+00
1.836188546825438e-03,-1.655412e+00
1.855719796825438e-03,-1.524835e+00
1.875251046825438e-03,-1.371403e+00
1.894782296825438e-03,-1.197422e+00
1.914313546825438e-03,-1.005510e+00
1.933844796825438e-03,-7.985535e-01
1.943610421825438e-03,-6.903985e-01
1.953376046825438e-03,-5.796647e-01
1.963141671825438e-03,-4.667689e-01
1.972907296825437e-03,-3.521361e-01
1.982672921825437e-03,-2.361976e-01
1.992438546825437e-03,-1.193898e-01
2.002204171825437e-03,-2.152428e-03
2.011969796825437e-03,1.150734e-01
2.021735421825436e-03,2.318464e-01
2.031501046825436e-03,3.477271e-01
2.041266671825436e-03,4.622793e-01
2.051032296825436e-03,5.750720e-01
2.060797921825435e-03,6.856805e-01
2.070563546825435e-03,7.936887e-01
2.090094796825435e-03,1.000289e+00
2.109626046825434e-03,1.191766e+00
2.129157296825434e-03,1.365239e+00
2.148688546825434e-03,1.518099e+00
2.168219796825433e-03,1.648047e+00
2.187751046825433e-03,1.753129e+00
2.207282296825432e-03,1.831764e+00
2.226813546825432e-03,1.882770e+00
2.246344796825432e-03,1.905379e+00
2.265876046825431e-03,1.899251e+00
2.285407296825431e-03,1.864479e+00
2.304938546825430e-03,1.801585e+00
