TIME,AMPLITUDE
0.000000000000000e+00,0.000000e+00
1.999999994950485e-06,4.225550e-04
3.999999989900971e-06,8.469590e-04
7.999999979801942e-06,1.701507e-03
1.599999995960388e-05,3.434801e-03
3.199999991920777e-05,6.994531e-03
5.778837593837260e-05,1.299930e-02
9.604440049114562e-05,2.253413e-02
1.448725254911456e-04,3.576372e-02
1.937006504911456e-04,5.023229e-02
2.425287754911456e-04,6.599347e-02
2.913569004911456e-04,8.298171e-02
3.401850254911456e-04,1.010942e-01
3.890131504911456e-04,1.202029e-01
4.378412754911456e-04,1.401637e-01
4.866694004911456e-04,1.608225e-01
5.354975254911456e-04,1.820200e-01
5.843256504911457e-04,2.035953e-01
6.331537754911457e-04,2.253878e-01
6.819819004911457e-04,2.472396e-01
7.308100254911458e-04,2.689963e-01
7.796381504911458e-04,2.905084e-01
8.284662754911459e-04,3.116317e-01
8.772944004911459e-04,3.322280e-01
9.261225254911460e-04,3.521652e-01
9.749506504911460e-04,3.713182e-01
1.023778775491146e-03,3.895687e-01
1.072606900491146e-03,4.068056e-01
1.121435025491146e-03,4.229249e-01
1.170263150491146e-03,4.378304e-01
1.219091275491146e-03,4.514331e-01
1.267919400491146e-03,4.636518e-01
1.316747525491146e-03,4.744134e-01
1.365575650491146e-03,4.836521e-01
1.414403775491146e-03,4.913104e-01
1.463231900491146e-03,4.973385e-01
1.512060025491146e-03,5.016946e-01
1.560888150491147e-03,5.043448e-01
1.609716275491147e-03,5.052634e-01
1.658544400491147e-03,5.044323e-01
1.756200650491147e-03,4.974881e-01
1.805028775491147e-03,4.913779e-01
1.853856900491147e-03,4.835238e-01
1.902685025491147e-03,4.739461e-01
1.951513150491147e-03,4.626723e-01
2.049169400491147e-03,4.351826e-01
2.097997525491147e-03,4.190568e-01
2.195653775491146e-03,3.823173e-01
2.293310025491146e-03,3.400305e-01
2.390966275491146e-03,2.927985e-01
2.488622525491145e-03,2.413034e-01
2.586278775491145e-03,1.862962e-01
2.683935025491144e-03,1.285847e-01
2.781591275491144e-03,6.902042e-02
2.879247525491144e-03,8.485825e-03
2.976903775491143e-03,-5.211998e-02
3.074560025491143e-03,-1.118949e-01
3.172216275491143e-03,-1.699476e-01
3.269872525491142e-03,-2.254116e-01
3.367528775491142e-03,-2.774580e-01
3.465185025491142e-03,-3.253086e-01
3.562841275491141e-03,-3.682474e-01
3.660497525491141e-03,-4.056318e-01
3.758153775491141e-03,-4.369020e-01
3.855810025491140e-03,-4.615900e-01
3.953466275491140e-03,-4.793261e-01
4.051122525491140e-03,-4.898452e-01
4.148778775491140e-03,-4.929903e-01
4.246435025491139e-03,-4.887151e-01
4.344091275491139e-03,-4.770849e-01
4.441747525491139e-03,-4.582752e-01
4.539403775491138e-03,-4.325696e-01
4.637060025491138e-03,-4.003552e-01
4.734716275491138e-03,-3.621171e-01
4.832372525491137e-03,-3.184306e-01
4.930028775491137e-03,-2.699531e-01
5.027685025491137e-03,-2.174142e-01
5.125341275491136e-03,-1.616040e-01
5.222997525491136e-03,-1.033624e-01
5.320653775491136e-03,-4.356544e-02
5.418310025491135e-03,1.688739e-02
5.515966275491135e-03,7.708671e-02
5.613622525491135e-03,1.361270e-01
5.711278775491134e-03,1.931201e-01
5.808935025491134e-03,2.472088e-01
5.906591275491133e-03,2.975795e-01
6.004247525491133e-03,3.434745e-01
6.101903775491133e-03,3.842035e-01
6.199560025491132e-03,4.191538e-01
6.297216275491132e-03,4.477998e-01
6.394872525491132e-03,4.697106e-01
6.492528775491131e-03,4.845565e-01
6.590185025491131e-03,4.921144e-01
6.687841275491131e-03,4.922704e-01
6.785497525491130e-03,4.850223e-01
6.883153775491130e-03,4.704790e-01
6.980810025491130e-03,4.488593e-01
7.078466275491129e-03,4.204884e-01
7.176122525491129e-03,3.857930e-01
7.273778775491129e-03,3.452949e-01
7.371435025491128e-03,2.996032e-01
7.469091275491128e-03,2.494053e-01
7.566747525491128e-03,1.954560e-01
7.664403775491127e-03,1.385670e-01
7.762060025491127e-03,7.959378e-02
7.859716275491127e-03,1.942339e-02
7.957372525491129e-03,-4.103913e-02
8.055028775491130e-03,-1.008844e-01
8.152685025491132e-03,-1.592122e-01
8.250341275491133e-03,-2.151454e-01
8.347997525491134e-03,-2.678425e-01
8.445653775491136e-03,-3.165111e-01
8.543310025491137e-03,-3.604190e-01
8.640966275491139e-03,-3.989059e-01
8.738622525491140e-03,-4.313929e-01
8.836278775491141e-03,-4.573913e-01
8.933935025491143e-03,-4.765102e-01
9.031591275491144e-03,-4.884619e-01
9.129247525491145e-03,-4.930666e-01
9.226903775491147e-03,-4.902552e-01
9.324560025491148e-03,-4.800698e-01
9.422216275491150e-03,-4.626638e-01
9.519872525491151e-03,-4.382989e-01
9.617528775491152e-03,-4.073416e-01
9.715185025491154e-03,-3.702574e-01
9.812841275491155e-03,-3.276043e-01
9.910497525491157e-03,-2.800237e-01
1.000815377549116e-02,-2.282312e-01
1.010581002549116e-02,-1.730060e-01
1.020346627549116e-02,-1.151786e-01
1.030112252549116e-02,-5.561874e-02
1.039877877549116e-02,4.777634e-03
1.049643502549116e-02,6.510215e-02
1.059409127549117e-02,1.244475e-01
1.069174752549117e-02,1.819210e-01
1.078940377549117e-02,2.366582e-01
1.088706002549117e-02,2.878359e-01
1.098471627549117e-02,3.346843e-01
1.108237252549117e-02,3.764987e-01
1.118002877549117e-02,4.126502e-01
1.127768502549118e-02,4.425951e-01
1.137534127549118e-02,4.658829e-01
1.147299752549118e-02,4.821634e-01
1.157065377549118e-02,4.911917e-01
1.166831002549118e-02,4.928321e-01
1.176596627549118e-02,4.870598e-01
1.186362252549118e-02,4.739617e-01
1.196127877549119e-02,4.537347e-01
1.205893502549119e-02,4.266832e-01
1.215659127549119e-02,3.932139e-01
1.225424752549119e-02,3.538303e-01
1.235190377549119e-02,3.091248e-01
1.244956002549119e-02,2.597698e-01
1.254721627549119e-02,2.065076e-01
1.264487252549120e-02,1.501393e-01
1.274252877549120e-02,9.151279e-02
1.284018502549120e-02,3.150984e-02
1.293784127549120e-02,-2.896704e-02
1.303549752549120e-02,-8.900824e-02
1.313315377549120e-02,-1.477107e-01
1.323081002549120e-02,-2.041914e-01
1.332846627549121e-02,-2.576009e-01
1.342612252549121e-02,-3.071358e-01
1.352377877549121e-02,-3.520511e-01
1.362143502549121e-02,-3.916713e-01
1.371909127549121e-02,-4.254003e-01
1.381674752549121e-02,-4.527310e-01
1.391440377549121e-02,-4.732521e-01
1.401206002549121e-02,-4.866551e-01
1.410971627549122e-02,-4.927383e-01
1.420737252549122e-02,-4.914103e-01
1.430502877549122e-02,-4.826911e-01
1.440268502549122e-02,-4.667117e-01
1.450034127549122e-02,-4.437125e-01
1.459799752549122e-02,-4.140395e-01
1.469565377549122e-02,-3.781389e-01
1.479331002549123e-02,-3.365508e-01
1.489096627549123e-02,-2.899006e-01
1.498862252549123e-02,-2.388901e-01
