TIME,AMPLITUDE
0.000000000000000e+00,0.000000e+00
1.000000011686097e-07,1.057464e-04
2.256562514958205e-05,2.824232e-02
4.209687514958205e-05,5.226705e-02
6.162812514958205e-05,7.550562e-02
8.115937514958204e-05,9.760851e-02
1.006906251495820e-04,1.182433e-01
1.202218751495820e-04,1.370995e-01
1.397531251495820e-04,1.538937e-01
1.592843751495820e-04,1.683731e-01
1.788156251495821e-04,1.803201e-01
1.983468751495821e-04,1.895548e-01
2.178781251495821e-04,1.959385e-01
2.374093751495821e-04,1.993750e-01
2.569406251495821e-04,1.998128e-01
2.764718751495821e-04,1.972451e-01
2.960031251495821e-04,1.917107e-01
3.155343751495822e-04,1.832928e-01
3.350656251495822e-04,1.721180e-01
3.545968751495822e-04,1.583544e-01
3.741281251495822e-04,1.422090e-01
3.936593751495822e-04,1.239246e-01
4.131906251495822e-04,1.037762e-01
4.327218751495823e-04,8.206697e-02
4.522531251495823e-04,5.912334e-02
4.717843751495823e-04,3.529044e-02
4.913156251495823e-04,1.092672e-02
5.108468751495823e-04,-1.360135e-02
5.303781251495823e-04,-3.792486e-02
5.499093751495823e-04,-6.167794e-02
5.694406251495823e-04,-8.450335e-02
5.889718751495823e-04,-1.060577e-01
6.085031251495824e-04,-1.260170e-01
6.280343751495824e-04,-1.440808e-01
6.475656251495824e-04,-1.599775e-01
6.670968751495824e-04,-1.734680e-01
6.866281251495824e-04,-1.843494e-01
7.061593751495824e-04,-1.924580e-01
7.256906251495825e-04,-1.976718e-01
7.452218751495825e-04,-1.999126e-01
7.647531251495825e-04,-1.991464e-01
7.842843751495825e-04,-1.953849e-01
8.038156251495825e-04,-1.886847e-01
8.233468751495826e-04,-1.791465e-01
8.428781251495826e-04,-1.669137e-01
8.624093751495826e-04,-1.521704e-01
8.819406251495826e-04,-1.351384e-01
9.014718751495826e-04,-1.160737e-01
9.210031251495826e-04,-9.526324e-02
9.405343751495827e-04,-7.301990e-02
9.600656251495827e-04,-4.967828e-02
9.795968751495827e-04,-2.558947e-02
9.991281251495827e-04,-1.115771e-03
1.018659375149583e-03,2.337470e-02
1.038190625149583e-03,4.751358e-02
1.057721875149583e-03,7.093780e-02
1.077253125149583e-03,9.329505e-02
1.096784375149583e-03,1.142490e-01
1.116315625149583e-03,1.334846e-01
1.135846875149583e-03,1.507124e-01
1.155378125149583e-03,1.656734e-01
1.174909375149583e-03,1.781425e-01
1.194440625149583e-03,1.879321e-01
1.213971875149583e-03,1.948951e-01
1.233503125149583e-03,1.989266e-01
1.253034375149583e-03,1.999661e-01
1.272565625149583e-03,1.979979e-01
1.292096875149583e-03,1.930516e-01
1.311628125149583e-03,1.852017e-01
1.331159375149583e-03,1.745661e-01
1.350690625149583e-03,1.613049e-01
1.370221875149583e-03,1.456175e-01
1.389753125149583e-03,1.277398e-01
1.409284375149583e-03,1.079408e-01
1.428815625149583e-03,8.651833e-02
1.448346875149583e-03,6.379449e-02
1.467878125149583e-03,4.011111e-02
1.487409375149583e-03,1.582442e-02
1.516706250149583e-03,-2.093662e-02
1.536237500149583e-03,-4.512713e-02
1.555768750149583e-03,-6.863890e-02
1.575300000149583e-03,-9.111828e-02
1.594831250149583e-03,-1.122272e-01
1.614362500149583e-03,-1.316480e-01
1.633893750149583e-03,-1.490888e-01
1.653425000149583e-03,-1.642872e-01
1.672956250149583e-03,-1.770146e-01
1.692487500149583e-03,-1.870794e-01
1.712018750149583e-03,-1.943305e-01
1.731550000149583e-03,-1.986586e-01
1.751081250149583e-03,-1.999988e-01
1.770612500149583e-03,-1.983308e-01
1.790143750149583e-03,-1.936797e-01
1.809675000149583e-03,-1.861155e-01
1.829206250149583e-03,-1.757520e-01
1.848737500149583e-03,-1.627449e-01
1.868268750149583e-03,-1.472901e-01
