FREQUENCY,MAGNITUDE,PHASE
9.99999999999987e+03,-4.70447352374270e+00,-5.35354970226615e+01
1.02329299228074e+04,-4.83487713607317e+00,-5.41639028665196e+01
1.04712854805089e+04,-4.96735551318578e+00,-5.47877755042245e+01
1.07151930523759e+04,-5.10187786130868e+00,-5.54068540034006e+01
1.09647819614317e+04,-5.23841194953695e+00,-5.60208884208948e+01
1.12201845430195e+04,-5.37692422199001e+00,-5.66296401514717e+01
1.14815362149687e+04,-5.51737991153617e+00,-5.72328822196401e+01
1.17489755493951e+04,-5.65974315434703e+00,-5.78303995151101e+01
1.20226443461740e+04,-5.80397710457207e+00,-5.84219889728205e+01
1.23026877081237e+04,-5.95004404845903e+00,-5.90074596988912e+01
1.25892541179415e+04,-6.09790551728427e+00,-5.95866330442189e+01
1.28824955169312e+04,-6.24752239850240e+00,-6.01593426277678e+01
1.31825673855639e+04,-6.39885504457008e+00,-6.07254343118889e+01
1.34896288259164e+04,-6.55186337895207e+00,-6.12847661322523e+01
1.38038426460287e+04,-6.70650699886631e+00,-6.18372081851696e+01
1.41253754462274e+04,-6.86274527437970e+00,-6.23826424752432e+01
1.44543977074591e+04,-7.02053744351897e+00,-6.29209627263995e+01
1.47910838816819e+04,-7.17984270311328e+00,-6.34520741594336e+01
1.51356124843619e+04,-7.34062029513651e+00,-6.39758932392364e+01
1.54881661891246e+04,-7.50282958836646e+00,-6.44923473948759e+01
1.58489319246109e+04,-7.66643015522706e+00,-6.50013747156846e+01
1.62181009735891e+04,-7.83138184372264e+00,-6.55029236264433e+01
1.65958690743754e+04,-7.99764484441612e+00,-6.59969525446736e+01
1.69824365246172e+04,-8.16517975244284e+00,-6.64834295229554e+01
1.73780082874935e+04,-8.33394762458500e+00,-6.69623318790560e+01
1.77827941003890e+04,-8.50391003146555e+00,-6.74336458165303e+01
1.81970085860996e+04,-8.67502910494910e+00,-6.78973660383038e+01
1.86208713666284e+04,-8.84726758086113e+00,-6.83534953555875e+01
1.90546071796322e+04,-9.02058883716075e+00,-6.88020442943210e+01
1.94984459975802e+04,-9.19495692771882e+00,-6.92430307011643e+01
1.99526231496885e+04,-9.37033661187195e+00,-6.96764793509011e+01
2.04173794466950e+04,-9.54669337993034e+00,-7.01024215569332e+01
2.08929613085401e+04,-9.72399347483430e+00,-7.05208947864023e+01
2.13796208950220e+04,-9.90220391015390e+00,-7.09319422812883e+01
2.18776162394952e+04,-1.00812924846392e+01,-7.13356126867011e+01
2.20500000000000e+04,-1.01425315560554e+01,-7.14715311335035e+01
