TIME,AMPLITUDE
0.000000000000000e+00,0.000000e+00
4.571428624850733e-07,4.102181e-05
9.142857249701465e-07,1.484878e-04
1.371428587455220e-06,3.223979e-04
1.828571449940293e-06,5.627523e-04
2.285714312425366e-06,8.695507e-04
2.742857174910440e-06,1.242793e-03
3.200000037395512e-06,1.682480e-03
6.287951278732952e-06,5.819487e-03
1.073667198058030e-05,1.518948e-02
1.744677775843695e-05,3.538015e-02
2.652985378512103e-05,7.060528e-02
3.629547878512103e-05,1.154627e-01
4.606110378512103e-05,1.651767e-01
5.582672878512103e-05,2.176108e-01
6.559235378512104e-05,2.709835e-01
7.535797878512103e-05,3.233986e-01
8.512360378512103e-05,3.720474e-01
9.488922878512102e-05,4.129473e-01
1.046548537851210e-04,4.427763e-01
1.144204787851210e-04,4.618074e-01
1.241861037851210e-04,4.736363e-01
1.339517287851210e-04,4.818172e-01
1.437173537851210e-04,4.881065e-01
1.534829787851210e-04,4.931544e-01
1.632486037851211e-04,4.972841e-01
1.730142287851211e-04,5.006789e-01
1.827798537851211e-04,5.034517e-01
1.925454787851211e-04,5.056875e-01
2.023111037851211e-04,5.074471e-01
2.120767287851211e-04,5.087748e-01
2.218423537851211e-04,5.097021e-01
2.316079787851211e-04,5.102509e-01
2.413736037851211e-04,5.104349e-01
2.511392287851211e-04,5.102606e-01
2.609048537851211e-04,5.097284e-01
2.706704787851211e-04,5.088319e-01
2.804361037851211e-04,5.075583e-01
2.902017287851211e-04,5.058874e-01
2.999673537851211e-04,5.037907e-01
3.097329787851212e-04,5.012290e-01
3.194986037851212e-04,4.981509e-01
3.292642287851212e-04,4.944880e-01
3.390298537851212e-04,4.901505e-01
3.487954787851212e-04,4.850192e-01
3.585611037851212e-04,4.789348e-01
3.683267287851212e-04,4.716826e-01
3.780923537851212e-04,4.629711e-01
3.878579787851212e-04,4.524043e-01
3.976236037851212e-04,4.394507e-01
4.073892287851212e-04,4.234146e-01
4.171548537851213e-04,4.034615e-01
4.269204787851213e-04,3.787315e-01
4.366861037851213e-04,3.485079e-01
4.464517287851213e-04,3.124444e-01
4.562173537851213e-04,2.707416e-01
4.659829787851213e-04,2.240897e-01
4.757486037851213e-04,1.734371e-01
4.855142287851213e-04,1.197542e-01
4.952798537851213e-04,6.388997e-02
5.050454787851213e-04,6.531084e-03
5.148111037851213e-04,-5.177809e-02
5.245767287851213e-04,-1.105938e-01
5.343423537851214e-04,-1.695195e-01
5.441079787851214e-04,-2.281118e-01
5.538736037851214e-04,-2.856409e-01
5.636392287851214e-04,-3.405143e-01
5.734048537851214e-04,-3.894861e-01
5.831704787851214e-04,-4.282240e-01
5.929361037851214e-04,-4.544913e-01
6.027017287851214e-04,-4.705301e-01
6.124673537851214e-04,-4.807628e-01
6.222329787851214e-04,-4.882064e-01
6.319986037851214e-04,-4.940916e-01
6.417642287851215e-04,-4.989457e-01
6.515298537851215e-04,-5.030020e-01
6.612954787851215e-04,-5.063864e-01
6.710611037851215e-04,-5.092046e-01
6.808267287851215e-04,-5.115317e-01
6.905923537851215e-04,-5.134240e-01
7.003579787851215e-04,-5.149229e-01
7.101236037851215e-04,-5.160589e-01
7.198892287851215e-04,-5.168545e-01
7.296548537851215e-04,-5.173252e-01
7.394204787851215e-04,-5.174810e-01
7.491861037851215e-04,-5.173264e-01
7.589517287851216e-04,-5.168614e-01
7.687173537851216e-04,-5.160815e-01
7.784829787851216e-04,-5.149767e-01
7.882486037851216e-04,-5.135323e-01
7.980142287851216e-04,-5.117269e-01
8.077798537851216e-04,-5.095322e-01
8.175454787851216e-04,-5.069109e-01
8.273111037851216e-04,-5.038144e-01
8.370767287851216e-04,-5.001796e-01
8.468423537851216e-04,-4.959242e-01
8.566079787851216e-04,-4.909398e-01
8.663736037851217e-04,-4.850826e-01
8.761392287851217e-04,-4.781592e-01
8.859048537851217e-04,-4.699070e-01
8.956704787851217e-04,-4.599679e-01
9.054361037851217e-04,-4.478548e-01
9.152017287851217e-04,-4.329136e-01
9.249673537851217e-04,-4.143204e-01
9.347329787851217e-04,-3.911700e-01
9.444986037851217e-04,-3.626352e-01
9.542642287851217e-04,-3.281825e-01
9.640298537851217e-04,-2.878085e-01
9.737954787851217e-04,-2.420966e-01
9.835611037851218e-04,-1.920143e-01
9.933267287851218e-04,-1.386284e-01
1.003092353785122e-03,-8.290681e-02
1.012857978785122e-03,-2.564108e-02
1.022623603785122e-03,3.254690e-02
1.032389228785122e-03,9.116332e-02
1.042154853785122e-03,1.497903e-01
1.051920478785122e-03,2.080118e-01
1.061686103785122e-03,2.652504e-01
1.071451728785122e-03,3.203628e-01
1.081217353785122e-03,3.709170e-01
1.090982978785122e-03,4.130448e-01
1.100748603785122e-03,4.435355e-01
1.110514228785122e-03,4.628357e-01
1.120279853785122e-03,4.747231e-01
1.130045478785122e-03,4.829156e-01
1.139811103785122e-03,4.892344e-01
1.149576728785122e-03,4.943248e-01
1.159342353785122e-03,4.985053e-01
1.169107978785122e-03,5.019575e-01
1.178873603785122e-03,5.047943e-01
1.188639228785122e-03,5.071008e-01
1.198404853785122e-03,5.089378e-01
1.208170478785122e-03,5.103505e-01
1.217936103785122e-03,5.113711e-01
1.227701728785122e-03,5.120224e-01
1.237467353785122e-03,5.123194e-01
1.247232978785122e-03,5.122705e-01
1.256998603785122e-03,5.118775e-01
1.266764228785122e-03,5.111371e-01
1.276529853785122e-03,5.100393e-01
1.286295478785122e-03,5.085679e-01
1.296061103785122e-03,5.066994e-01
1.305826728785122e-03,5.044016e-01
1.315592353785122e-03,5.016313e-01
1.325357978785122e-03,4.983319e-01
1.335123603785122e-03,4.944291e-01
1.344889228785122e-03,4.898248e-01
1.354654853785122e-03,4.843891e-01
1.364420478785122e-03,4.779478e-01
