FREQUENCY,MAGNITUDE,PHASE
4.36515832240165e+00,4.49007935378554e+00,4.99085542551336e+01
4.46683592150962e+00,4.61946594177976e+00,5.04548438178419e+01
4.57088189614874e+00,4.75089405567143e+00,5.09947217834195e+01
4.67735141287197e+00,4.88433135948929e+00,5.15278826391165e+01
4.78630092322637e+00,5.01974398827732e+00,5.20540308864260e+01
4.89778819368445e+00,5.15709665642706e+00,5.25728813799632e+01
5.01187233627271e+00,5.29635276749597e+00,5.30841596095213e+01
5.12861383991364e+00,5.43747452478204e+00,5.35876019256401e+01
5.24807460249771e+00,5.58042304192188e+00,5.40829557097248e+01
5.37031796370252e+00,5.72515845283175e+00,5.45699794900112e+01
5.49540873857623e+00,5.87164002035507e+00,5.50484430049933e+01
5.62341325190348e+00,6.01982624298656e+00,5.55181272166066e+01
5.75439937337156e+00,6.16967495914755e+00,5.59788242752271e+01
5.88843655355588e+00,6.32114344848668e+00,5.64303374392570e+01
6.02559586074356e+00,6.47418852974816e+00,5.68724809521341e+01
6.16595001861481e+00,6.62876665482592e+00,5.73050798795299e+01
6.30957344480192e+00,6.78483399862511e+00,5.77279699101221e+01
6.45654229034654e+00,6.94234654446403e+00,5.81409971228160e+01
6.60693448007594e+00,7.10126016474607e+00,5.85440177238952e+01
6.76082975391980e+00,7.26153069671635e+00,5.89368977572381e+01
6.91830970918935e+00,7.42311401316153e+00,5.93195127907458e+01
7.07945784384136e+00,7.58596608793235e+00,5.96917475823466e+01
7.24435960074988e+00,7.75004305624604e+00,6.00534957284811e+01
7.41310241300916e+00,7.91530126973171e+00,6.04046592982516e+01
7.58577575029182e+00,8.08169734624602e+00,6.07451484559812e+01
7.76247116628690e+00,8.24918821449354e+00,6.10748810751025e+01
7.94328234724279e+00,8.41773115353886e+00,6.13937823458738e+01
8.12830516164097e+00,8.58728382730445e+00,6.17017843795046e+01
8.31763771102669e+00,8.75780431418142e+00,6.19988258109829e+01
8.51138038202374e+00,8.92925113189770e+00,6.22848514027681e+01
8.70963589956078e+00,9.10158325780208e+00,6.25598116513774e+01
8.91250938133743e+00,9.27476014473789e+00,6.28236623987122e+01
9.12010839355907e+00,9.44874173269061e+00,6.30763644498158e+01
9.33254300796988e+00,9.62348845639909e+00,6.33178831986334e+01
9.54992586021433e+00,9.79896124913407e+00,6.35481882630958e+01
9.77237220955808e+00,9.97512154283805e+00,6.37672531308769e+01
9.99999999999997e+00,1.01519312648360e+01,6.39750548168713e+01
1.02329299228075e+01,1.03293528313198e+01,6.41715735333884e+01
1.04712854805090e+01,1.05073491378055e+01,6.43567923740037e+01
1.07151930523760e+01,1.06858835467723e+01,6.45306970116949e+01
1.09647819614318e+01,1.08649198726693e+01,6.46932754121075e+01
1.12201845430196e+01,1.10444223644949e+01,6.48445175623347e+01
1.14815362149688e+01,1.12243556861290e+01,6.49844152158407e+01
1.17489755493953e+01,1.14046848946075e+01,6.51129616538349e+01
1.20226443461741e+01,1.15853754165121e+01,6.52301514635183e+01
1.23026877081238e+01,1.17663930226519e+01,6.53359803334533e+01
1.25892541179416e+01,1.19477038012026e+01,6.54304448662648e+01
1.28824955169313e+01,1.21292741294640e+01,6.55135424089197e+01
1.31825673855640e+01,1.23110706443922e+01,6.55852709006944e+01
1.34896288259165e+01,1.24930602120591e+01,6.56456287389493e+01
1.38038426460288e+01,1.26752098961829e+01,6.56946146628362e+01
1.41253754462275e+01,1.28574869258744e+01,6.57322276549691e+01
1.44543977074592e+01,1.30398586627364e+01,6.57584668611353e+01
1.47910838816820e+01,1.32222925674516e+01,6.57733315280810e+01
1.51356124843620e+01,1.34047561659918e+01,6.57768209593845e+01
1.54881661891248e+01,1.35872170155801e+01,6.57689344894580e+01
1.58489319246111e+01,1.37696426705343e+01,6.57496714756593e+01
1.62181009735892e+01,1.39520006481210e+01,6.57190313085509e+01
1.65958690743755e+01,1.41342583945502e+01,6.56770134402622e+01
1.69824365246174e+01,1.43163832512399e+01,6.56236174309623e+01
1.73780082874937e+01,1.44983424214796e+01,6.55588430134558e+01
1.77827941003892e+01,1.46801029376295e+01,6.54826901758095e+01
1.81970085860998e+01,1.48616316289890e+01,6.53951592620173e+01
1.86208713666286e+01,1.50428950904741e+01,6.52962510906303e+01
1.90546071796324e+01,1.52238596522461e+01,6.51859670912874e+01
1.94984459975804e+01,1.54044913504398e+01,6.50643094590375e+01
1.99526231496887e+01,1.55847558991432e+01,6.49312813263317e+01
2.04173794466952e+01,1.57646186637835e+01,6.47868869525411e+01
2.08929613085403e+01,1.59440446360856e+01,6.46311319307789e+01
2.13796208950222e+01,1.61229984107666e+01,6.44640234118112e+01
2.18776162394954e+01,1.63014441641447e+01,6.42855703447383e+01
2.23872113856833e+01,1.64793456348353e+01,6.40957837341223e+01
2.29086765276776e+01,1.66566661067271e+01,6.38946769130786e+01
2.34422881531991e+01,1.68333683944182e+01,6.36822658319225e+01
2.39883291901948e+01,1.70094148313151e+01,6.34585693616856e+01
2.45470891568502e+01,1.71847672605865e+01,6.32236096119024e+01
2.51188643150957e+01,1.73593870291757e+01,6.29774122618467e+01
2.57039578276885e+01,1.75332349850746e+01,6.27200069043309e+01
2.63026799189537e+01,1.77062714780630e+01,6.24514274010691e+01
2.69153480392690e+01,1.78784563641173e+01,6.21717122484351e+01
2.75422870333815e+01,1.80497490136878e+01,6.18809049523892e+01
2.81838293126444e+01,1.82201083240454e+01,6.15790544110864e+01
2.88403150312659e+01,1.83894927358841e+01,6.12662153036723e+01
2.95120922666637e+01,1.85578602543661e+01,6.09424484834674e+01
3.01995172040200e+01,1.87251684747760e+01,6.06078213737452e+01
3.09029543251358e+01,1.88913746129461e+01,6.02624083639800e+01
3.16227766016837e+01,1.90564355405900e+01,5.99062912044292e+01
3.23593656929627e+01,1.92203078256663e+01,5.95395593966592e+01
3.31131121482590e+01,1.93829477778711e+01,5.91623105775159e+01
3.38844156139201e+01,1.95443114993284e+01,5.87746508938829e+01
3.46736850452530e+01,1.97043549405221e+01,5.83766953654287e+01
3.54813389233574e+01,1.98630339614770e+01,5.79685682324090e+01
3.63078054770100e+01,2.00203043981592e+01,5.75504032855459e+01
3.71535229097171e+01,2.01761221340310e+01,5.71223441747868e+01
3.80189396320559e+01,2.03304431766474e+01,5.66845446938300e+01
3.89045144994279e+01,2.04832237391384e+01,5.62371690371400e+01
3.98107170553495e+01,2.06344203263730e+01,5.57803920262395e+01
4.07380277804111e+01,2.07839898255520e+01,5.53143993020256e+01
4.16869383470333e+01,2.09318896009207e+01,5.48393874799784e+01
4.26579518801591e+01,2.10780775922455e+01,5.43555642651513e+01
4.36515832240164e+01,2.12225124166431e+01,5.38631485240051e+01
4.46683592150961e+01,2.13651534732963e+01,5.33623703103257e+01
4.57088189614873e+01,2.15059610505427e+01,5.28534708426538e+01
4.67735141287196e+01,2.16448964347719e+01,5.23367024309212e+01
4.78630092322636e+01,2.17819220205180e+01,5.18123283503255e+01
4.89778819368444e+01,2.19170014210969e+01,5.12806226607430e+01
5.01187233627270e+01,2.20500995790926e+01,5.07418699704621e+01
5.12861383991362e+01,2.21811828759725e+01,5.01963651433413e+01
5.24807460249770e+01,2.23102192400780e+01,4.96444129490258e+01
5.37031796370250e+01,2.24371782522239e+01,4.90863276562979e+01
5.49540873857622e+01,2.25620312481258e+01,4.85224325701584e+01
5.62341325190346e+01,2.26847514168746e+01,4.79530595137507e+01
5.75439937337154e+01,2.28053138946826e+01,4.73785482567804e+01
5.88843655355586e+01,2.29236958531424e+01,4.67992458926186e+01
6.02559586074355e+01,2.30398765812663e+01,4.62155061667910e+01
6.16595001861479e+01,2.31538375606093e+01,4.56276887600907e+01
6.30957344480190e+01,2.32655625328215e+01,4.50361585300377e+01
6.45654229034652e+01,2.33750375590329e+01,4.44412847148592e+01
6.60693448007593e+01,2.34822510705337e+01,4.38434401046074e+01
6.76082975391978e+01,2.35871939102820e+01,4.32430001844016e+01
6.91830970918933e+01,2.36898593648539e+01,4.26403422550808e+01
7.07945784384134e+01,2.37902431865236e+01,4.20358445368699e+01
7.24435960074986e+01,2.38883436052590e+01,4.14298852618050e+01
7.41310241300914e+01,2.39841613305004e+01,4.08228417608378e+01
7.58577575029180e+01,2.40776995426880e+01,4.02150895515816e+01
7.76247116628688e+01,2.41689638745942e+01,3.96070014326468e+01
7.94328234724277e+01,2.42579623826080e+01,3.89989465904588e+01
8.12830516164095e+01,2.43447055082128e+01,3.83912897242609e+01
8.31763771102667e+01,2.44292060299784e+01,3.77843901948286e+01
8.51138038202372e+01,2.45114790064755e+01,3.71786012021032e+01
8.70963589956076e+01,2.45915417105915e+01,3.65742689966411e+01
8.91250938133741e+01,2.46694135557963e+01,3.59717321293753e+01
9.12010839355905e+01,2.47451160149665e+01,3.53713207437455e+01
9.33254300796986e+01,2.48186725324267e+01,3.47733559137965e+01
9.54992586021431e+01,2.48901084299097e+01,3.41781490313323e+01
9.77237220955805e+01,2.49594508071687e+01,3.35860012447108e+01
9.99999999999995e+01,2.50267284380001e+01,3.29972029513083e+01
1.02329299228075e+02,2.50919716624438e+01,3.24120333451839e+01
1.04712854805089e+02,2.51552122759389e+01,3.18307600209106e+01
1.07151930523760e+02,2.52164834162020e+01,3.12536386340504e+01
1.09647819614318e+02,2.52758194485844e+01,3.06809126182345e+01
1.12201845430196e+02,2.53332558506440e+01,3.01128129583511e+01
1.14815362149688e+02,2.53888290966392e+01,2.95495580188862e+01
1.17489755493952e+02,2.54425765426163e+01,2.89913534260729e+01
1.20226443461741e+02,2.54945363127252e+01,2.84383920021168e+01
1.23026877081237e+02,2.55447471873518e+01,2.78908537494523e+01
1.25892541179416e+02,2.55932484936092e+01,2.73489058826877e+01
1.28824955169313e+02,2.56400799986799e+01,2.68127029056563e+01
1.31825673855640e+02,2.56852818064473e+01,2.62823867307976e+01
1.34896288259165e+02,2.57288942578048e+01,2.57580868379287e+01
1.38038426460288e+02,2.57709578349769e+01,2.52399204693455e+01
1.41253754462275e+02,2.58115130701304e+01,2.47279928581407e+01
1.44543977074592e+02,2.58506004585110e+01,2.42223974865501e+01
1.47910838816820e+02,2.58882603762817e+01,2.37232163711696e+01
1.51356124843620e+02,2.59245330031988e+01,2.32305203718877e+01
1.54881661891247e+02,2.59594582502120e+01,2.27443695214487e+01
1.58489319246110e+02,2.59930756920372e+01,2.22648133726290e+01
1.62181009735892e+02,2.60254245047087e+01,2.17918913601227e+01
1.65958690743755e+02,2.60565434080832e+01,2.13256331743429e+01
1.69824365246173e+02,2.60864706132366e+01,2.08660591444878e+01
1.73780082874936e+02,2.61152437746646e+01,2.04131806283613e+01
1.77827941003891e+02,2.61428999471741e+01,1.99670004065984e+01
1.81970085860997e+02,2.61694755473298e+01,1.95275130791074e+01
1.86208713666286e+02,2.61950063193017e+01,1.90947054617041e+01
1.90546071796323e+02,2.62195273049446e+01,1.86685569810878e+01
1.94984459975803e+02,2.62430728179271e+01,1.82490400664676e+01
1.99526231496887e+02,2.62656764217185e+01,1.78361205363207e+01
2.04173794466952e+02,2.62873709112330e+01,1.74297579789233e+01
2.08929613085403e+02,2.63081882979287e+01,1.70299061254508e+01
2.13796208950222e+02,2.63281597981553e+01,1.66365132145914e+01
2.18776162394954e+02,2.63473158245392e+01,1.62495223477712e+01
2.23872113856832e+02,2.63656859802030e+01,1.58688718342121e+01
2.29086765276776e+02,2.63832990556130e+01,1.54944955251821e+01
2.34422881531991e+02,2.64001830278543e+01,1.51263231369099e+01
2.39883291901947e+02,2.64163650621372e+01,1.47642805617534e+01
2.45470891568501e+02,2.64318715153460e+01,1.44082901673074e+01
2.51188643150956e+02,2.64467279414451e+01,1.40582710832342e+01
2.57039578276885e+02,2.64609590985662e+01,1.37141394756868e+01
2.63026799189536e+02,2.64745889576086e+01,1.33758088092666e+01
2.69153480392690e+02,2.64876407121914e+01,1.30431900965307e+01
2.75422870333815e+02,2.65001367898041e+01,1.27161921351277e+01
2.81838293126443e+02,2.65120988640125e+01,1.23947217326882e+01
2.88403150312659e+02,2.65235478675845e+01,1.20786839196507e+01
2.95120922666637e+02,2.65345040064060e+01,1.17679821502431e+01
3.01995172040200e+02,2.65449867740715e+01,1.14625184918718e+01
3.09029543251357e+02,2.65550149670351e+01,1.11621938032063e+01
3.16227766016836e+02,2.65646067002212e+01,1.08669079012666e+01
3.23593656929626e+02,2.65737794229986e+01,1.05765597178444e+01
3.31131121482589e+02,2.65825499354305e+01,1.02910474456019e+01
3.38844156139200e+02,2.65909344047202e+01,1.00102686742073e+01
3.46736850452529e+02,2.65989483817774e+01,9.73412051687368e+00
3.54813389233573e+02,2.66066068178393e+01,9.46249972766895e+00
3.63078054770099e+02,2.66139240810852e+01,9.19530280997538e+00
3.71535229097170e+02,2.66209139731872e+01,8.93242611647196e+00
3.80189396320558e+02,2.66275897457506e+01,8.67376594100988e+00
3.89045144994278e+02,2.66339641165955e+01,8.41921860275385e+00
3.98107170553494e+02,2.66400492858437e+01,8.16868052294924e+00
4.07380277804110e+02,2.66458569517709e+01,7.92204829467473e+00
4.16869383470332e+02,2.66513983263979e+01,7.67921874592731e+00
4.26579518801589e+02,2.66566841507881e+01,7.44008899638226e+00
4.36515832240163e+02,2.66617247100325e+01,7.20455650815552e+00
4.46683592150960e+02,2.66665298478979e+01,6.97251913089218e+00
4.57088189614872e+02,2.66711089811215e+01,6.74387514148938e+00
4.67735141287195e+02,2.66754711133386e+01,6.51852327875223e+00
4.78630092322635e+02,2.66796248486289e+01,6.29636277327100e+00
4.89778819368442e+02,2.66835784046728e+01,6.07729337279530e+00
5.01187233627268e+02,2.66873396255082e+01,5.86121536337064e+00
5.12861383991361e+02,2.66909159938830e+01,5.64802958649027e+00
5.24807460249769e+02,2.66943146431978e+01,5.43763745250469e+00
5.37031796370249e+02,2.66975423690356e+01,5.22994095052009e+00
5.49540873857620e+02,2.67006056402780e+01,5.02484265500523e+00
5.62341325190345e+02,2.67035106098044e+01,4.82224572931739e+00
5.75439937337152e+02,2.67062631247787e+01,4.62205392634471e+00
5.88843655355584e+02,2.67088687365204e+01,4.42417158645649e+00
6.02559586074353e+02,2.67113327099653e+01,4.22850363293815e+00
6.16595001861477e+02,2.67136600327172e+01,4.03495556508255e+00
6.30957344480188e+02,2.67158554236934e+01,3.84343344909761e+00
6.45654229034650e+02,2.67179233413681e+01,3.65384390698369e+00
6.60693448007591e+02,2.67198679916184e+01,3.46609410352317e+00
6.76082975391976e+02,2.67216933351757e+01,3.28009173151971e+00
6.91830970918931e+02,2.67234030946877e+01,3.09574499541549e+00
7.07945784384132e+02,2.67250007613959e+01,2.91296259340786e+00
7.24435960074984e+02,2.67264896014338e+01,2.73165369817994e+00
7.41310241300911e+02,2.67278726617476e+01,2.55172793635560e+00
7.58577575029177e+02,2.67291527756485e+01,2.37309536677875e+00
7.76247116628685e+02,2.67303325679973e+01,2.19566645771659e+00
7.94328234724275e+02,2.67314144600282e+01,2.01935206307726e+00
8.12830516164092e+02,2.67324006738156e+01,1.84406339772942e+00
8.31763771102664e+02,2.67332932363869e+01,1.66971201200699e+00
8.51138038202369e+02,2.67340939834868e+01,1.49620976547702e+00
8.70963589956073e+02,2.67348045629969e+01,1.32346880004526e+00
8.91250938133738e+02,2.67354264380113e+01,1.15140151247253e+00
9.12010839355902e+02,2.67359608895764e+01,9.79920526367690e-01
9.33254300796983e+02,2.67364090190925e+01,8.08938663725316e-01
9.54992586021428e+02,2.67367717503827e+01,6.38368916069749e-01
9.77237220955802e+02,2.67370498314315e+01,4.68124415267282e-01
9.99999999999991e+02,2.67372438357942e+01,2.98118404065150e-01
1.02329299228075e+03,2.67373541636774e+01,1.28264206416502e-01
1.04712854805089e+03,2.67373810426951e+01,-4.15248023535855e-02
1.07151930523760e+03,2.67373245282975e+01,-2.11335225483962e-01
1.09647819614318e+03,2.67371845038762e+01,-3.81253674760664e-01
1.12201845430195e+03,2.67369606805441e+01,-5.51366800491944e-01
1.14815362149687e+03,2.67366525965895e+01,-7.21761321420379e-01
1.17489755493952e+03,2.67362596166053e+01,-8.92524054516478e-01
1.20226443461740e+03,2.67357809302910e+01,-1.06374194459775e+00
1.23026877081237e+03,2.67352155509268e+01,-1.23550209371597e+00
1.25892541179416e+03,2.67345623135178e+01,-1.40789179025474e+00
1.28824955169312e+03,2.67338198726069e+01,-1.58099853767698e+00
1.31825673855640e+03,2.67329866997526e+01,-1.75491008286077e+00
1.34896288259164e+03,2.67320610806710e+01,-1.92971444395972e+00
1.38038426460287e+03,2.67310411120372e+01,-2.10549993772066e+00
1.41253754462274e+03,2.67299246979444e+01,-2.28235520619025e+00
1.44543977074591e+03,2.67287095460148e+01,-2.46036924273687e+00
1.47910838816819e+03,2.67273931631623e+01,-2.63963141731269e+00
1.51356124843619e+03,2.67259728509980e+01,-2.82023150087476e+00
1.54881661891247e+03,2.67244457008797e+01,-3.00225968888241e+00
1.58489319246110e+03,2.67228085885955e+01,-3.18580662378058e+00
1.62181009735891e+03,2.67210581686818e+01,-3.37096341637657e+00
1.65958690743754e+03,2.67191908683682e+01,-3.55782166601081e+00
1.69824365246173e+03,2.67172028811440e+01,-3.74647347941631e+00
1.73780082874936e+03,2.67150901599457e+01,-3.93701148815748e+00
1.77827941003891e+03,2.67128484099551e+01,-4.12952886452943e+00
1.81970085860997e+03,2.67104730810083e+01,-4.32411933579505e+00
1.86208713666285e+03,2.67079593596090e+01,-4.52087719662804e+00
1.90546071796323e+03,2.67053021605406e+01,-4.71989731962267e+00
1.94984459975803e+03,2.67024961180773e+01,-4.92127516372452e+00
1.99526231496886e+03,2.66995355767859e+01,-5.12510678042571e+00
2.04173794466951e+03,2.66964145819190e+01,-5.33148881756135e+00
2.08929613085402e+03,2.66931268693954e+01,-5.54051852053400e+00
2.13796208950221e+03,2.66896658553662e+01,-5.75229373078323e+00
2.18776162394953e+03,2.66860246253657e+01,-5.96691288130787e+00
2.23872113856832e+03,2.66821959230478e+01,-6.18447498903854e+00
2.29086765276775e+03,2.66781721385072e+01,-6.40507964384668e+00
2.34422881531990e+03,2.66739452961895e+01,-6.62882699396688e+00
2.39883291901947e+03,2.66695070423932e+01,-6.85581772759722e+00
2.45470891568501e+03,2.66648486323678e+01,-7.08615305043155e+00
2.51188643150955e+03,2.66599609170168e+01,-7.31993465886656e+00
2.57039578276884e+03,2.66548343292121e+01,-7.55726470861453e+00
2.63026799189535e+03,2.66494588697323e+01,-7.79824577844197e+00
2.69153480392689e+03,2.66438240928386e+01,-8.04298082874242e+00
2.75422870333814e+03,2.66379190915016e+01,-8.29157315464069e+00
2.81838293126442e+03,2.66317324823005e+01,-8.54412633331530e+00
2.88403150312658e+03,2.66252523900151e+01,-8.80074416521463e+00
2.95120922666635e+03,2.66184664319349e+01,-9.06153060883310e+00
3.01995172040198e+03,2.66113617019169e+01,-9.32658970870392e+00
3.09029543251356e+03,2.66039247542205e+01,-9.59602551625639e+00
3.16227766016835e+03,2.65961415871615e+01,-9.86994200317884e+00
3.23593656929625e+03,2.65879976266218e+01,-1.01484429669212e+01
3.31131121482588e+03,2.65794777094649e+01,-1.04316319279674e+01
3.38844156139199e+03,2.65705660669081e+01,-1.07196120185039e+01
3.46736850452528e+03,2.65612463079074e+01,-1.10124858621096e+01
3.54813389233572e+03,2.65515014026190e+01,-1.13103554440944e+01
3.63078054770097e+03,2.65413136660092e+01,-1.16133219721160e+01
3.71535229097168e+03,2.65306647416841e+01,-1.19214857267112e+01
3.80189396320557e+03,2.65195355860276e+01,-1.22349459013896e+01
3.89045144994276e+03,2.65079064527339e+01,-1.25538004319483e+01
3.98107170553493e+03,2.64957568778345e+01,-1.28781458146843e+01
4.07380277804108e+03,2.64830656653246e+01,-1.32080769132052e+01
4.16869383470331e+03,2.64698108735038e+01,-1.35436867535619e+01
4.26579518801588e+03,2.64559698021505e+01,-1.38850663074604e+01
4.36515832240161e+03,2.64415189806636e+01,-1.42323042633481e+01
4.46683592150958e+03,2.64264341573077e+01,-1.45854867852126e+01
4.57088189614870e+03,2.64106902897098e+01,-1.49446972589788e+01
4.67735141287193e+03,2.63942615367640e+01,-1.53100160264530e+01
4.78630092322633e+03,2.63771212521049e+01,-1.56815201068199e+01
4.89778819368441e+03,2.63592419793254e+01,-1.60592829057760e+01
5.01187233627267e+03,2.63405954491146e+01,-1.64433739124596e+01
5.12861383991359e+03,2.63211525785030e+01,-1.68338583844286e+01
5.24807460249767e+03,2.63008834724075e+01,-1.72307970210312e+01
5.37031796370247e+03,2.62797574276738e+01,-1.76342456256225e+01
5.49540873857618e+03,2.62577429398178e+01,-1.80442547571935e+01
5.62341325190343e+03,2.62348077126725e+01,-1.84608693720999e+01
5.75439937337150e+03,2.62109186711464e+01,-1.88841284567128e+01
5.88843655355582e+03,2.61860419773016e+01,-1.93140646519467e+01
6.02559586074351e+03,2.61601430499594e+01,-1.97507038707733e+01
6.16595001861475e+03,2.61331865880313e+01,-2.01940649099749e+01
6.30957344480186e+03,2.61051365977788e+01,-2.06441590575570e+01
6.45654229034648e+03,2.60759564241847e+01,-2.11009896973972e+01
6.60693448007588e+03,2.60456087866174e+01,-2.15645519128770e+01
6.76082975391974e+03,2.60140558189524e+01,-2.20348320914104e+01
6.91830970918928e+03,2.59812591142965e+01,-2.25118075319503e+01
7.07945784384129e+03,2.59471797744455e+01,-2.29954460577188e+01
7.24435960074981e+03,2.59117784641788e+01,-2.34857056365696e+01
7.41310241300908e+03,2.58750154704692e+01,-2.39825340115427e+01
7.58577575029174e+03,2.58368507666581e+01,-2.44858683443142e+01
7.76247116628682e+03,2.57972440816099e+01,-2.49956348743762e+01
7.94328234724272e+03,2.57561549738249e+01,-2.55117485968937e+01
8.12830516164089e+03,2.57135429104507e+01,-2.60341129622802e+01
8.31763771102661e+03,2.56693673510865e+01,-2.65626196006071e+01
8.51138038202366e+03,2.56235878362307e+01,-2.70971480740048e+01
8.70963589956070e+03,2.55761640801762e+01,-2.76375656602317e+01
8.91250938133734e+03,2.55270560681011e+01,-2.81837271705689e+01
9.12010839355898e+03,2.54762241570591e+01,-2.87354748051495e+01
9.33254300796979e+03,2.54236291805139e+01,-2.92926380487390e+01
9.54992586021424e+03,2.53692325560138e+01,-2.98550336098535e+01
9.77237220955798e+03,2.53129963955465e+01,-3.04224654059325e+01
9.99999999999987e+03,2.52548836180666e+01,-3.09947245970670e+01
1.02329299228074e+04,2.51948580636349e+01,-3.15715896705244e+01
1.04712854805089e+04,2.51328846085655e+01,-3.21528265780125e+01
1.07151930523759e+04,2.50689292809310e+01,-3.27381889272797e+01
1.09647819614317e+04,2.50029593757434e+01,-3.33274182292670e+01
1.12201845430195e+04,2.49349435690885e+01,-3.39202442016051e+01
1.14815362149687e+04,2.48648520304749e+01,-3.45163851287980e+01
1.17489755493951e+04,2.47926565326308e+01,-3.51155482789516e+01
1.20226443461740e+04,2.47183305579823e+01,-3.57174303764013e+01
1.23026877081237e+04,2.46418494010330e+01,-3.63217181290695e+01
1.25892541179415e+04,2.45631902658830e+01,-3.69280888088546e+01
1.28824955169312e+04,2.44823323581343e+01,-3.75362108828177e+01
1.31825673855639e+04,2.43992569704624e+01,-3.81457446924093e+01
1.34896288259164e+04,2.43139475611618e+01,-3.87563431774602e+01
1.38038426460287e+04,2.42263898250266e+01,-3.93676526411783e+01
1.41253754462274e+04,2.41365717559773e+01,-3.99793135519282e+01
1.44543977074591e+04,2.40444837009078e+01,-4.05909613771543e+01
1.47910838816819e+04,2.39501184042970e+01,-4.12022274444360e+01
1.51356124843619e+04,2.38534710432103e+01,-4.18127398243426e+01
