time	V(out)
0.000000000000000e+00	0.000000e+00
8.000000093488779e-07	3.318026e-03
1.600000018697756e-06	6.623867e-03
3.200000037395512e-06	1.319707e-02
6.400000074791024e-06	2.619929e-02
1.128281257479102e-05	4.570672e-02
1.616562507479103e-05	6.476541e-02
2.104843757479103e-05	8.328263e-02
2.593125007479103e-05	1.012030e-01
3.081406257479102e-05	1.184730e-01
3.569687507479102e-05	1.350408e-01
4.057968757479102e-05	1.508570e-01
4.546250007479102e-05	1.658746e-01
5.034531257479102e-05	1.800491e-01
5.522812507479101e-05	1.933387e-01
6.011093757479101e-05	2.057046e-01
6.499375007479101e-05	2.171111e-01
6.987656257479101e-05	2.275258e-01
7.475937507479102e-05	2.369194e-01
7.964218757479102e-05	2.452663e-01
8.452500007479103e-05	2.525447e-01
8.940781257479103e-05	2.587360e-01
9.429062507479103e-05	2.638257e-01
9.917343757479104e-05	2.678031e-01
1.040562500747910e-04	2.706614e-01
1.089390625747910e-04	2.723976e-01
1.138218750747911e-04	2.730127e-01
1.187046875747911e-04	2.725118e-01
1.235875000747910e-04	2.709036e-01
1.284703125747911e-04	2.682012e-01
1.333531250747911e-04	2.644210e-01
1.382359375747911e-04	2.595836e-01
1.431187500747911e-04	2.537133e-01
1.480015625747911e-04	2.468380e-01
1.528843750747911e-04	2.389892e-01
1.577671875747911e-04	2.302018e-01
1.626500000747911e-04	2.205141e-01
1.675328125747911e-04	2.099675e-01
1.724156250747911e-04	1.986066e-01
1.772984375747911e-04	1.864787e-01
1.821812500747911e-04	1.736339e-01
1.870640625747911e-04	1.601249e-01
1.919468750747911e-04	1.460066e-01
1.968296875747911e-04	1.313361e-01
2.017125000747911e-04	1.161724e-01
2.065953125747911e-04	1.005762e-01
2.114781250747911e-04	8.460970e-02
2.163609375747911e-04	6.833640e-02
2.212437500747911e-04	5.182076e-02
2.261265625747911e-04	3.512800e-02
2.310093750747911e-04	1.832393e-02
2.407750000747912e-04	-1.535374e-02
2.505406250747911e-04	-4.868443e-02
2.603062500747911e-04	-8.114728e-02
2.700718750747911e-04	-1.122362e-01
2.798375000747912e-04	-1.414671e-01
2.896031250747912e-04	-1.683857e-01
2.993687500747912e-04	-1.925735e-01
3.091343750747912e-04	-2.136544e-01
3.189000000747912e-04	-2.313003e-01
3.286656250747912e-04	-2.452358e-01
3.384312500747912e-04	-2.552423e-01
3.481968750747912e-04	-2.611614e-01
3.579625000747912e-04	-2.628970e-01
3.677281250747912e-04	-2.604165e-01
3.774937500747912e-04	-2.537519e-01
3.823765625747912e-04	-2.488780e-01
3.872593750747913e-04	-2.429986e-01
3.921421875747913e-04	-2.361356e-01
3.970250000747913e-04	-2.283143e-01
4.019078125747913e-04	-2.195636e-01
4.067906250747913e-04	-2.099161e-01
4.116734375747913e-04	-1.994079e-01
4.165562500747913e-04	-1.880781e-01
4.214390625747913e-04	-1.759691e-01
4.263218750747913e-04	-1.631262e-01
4.312046875747913e-04	-1.495976e-01
4.360875000747913e-04	-1.354339e-01
4.409703125747913e-04	-1.206883e-01
4.458531250747913e-04	-1.054162e-01
4.507359375747913e-04	-8.967486e-02
4.556187500747913e-04	-7.352354e-02
4.605015625747913e-04	-5.702293e-02
4.653843750747913e-04	-4.023509e-02
4.702671875747913e-04	-2.322318e-02
4.751500000747913e-04	-6.051239e-03
4.800328125747913e-04	1.121609e-02
4.849156250747913e-04	2.851378e-02
4.897984375747913e-04	4.577666e-02
4.946812500747913e-04	6.293969e-02
4.995640625747914e-04	7.993817e-02
5.044468750747914e-04	9.670802e-02
5.093296875747914e-04	1.131860e-01
5.142125000747914e-04	1.293099e-01
5.190953125747914e-04	1.450190e-01
5.239781250747914e-04	1.602539e-01
5.288609375747914e-04	1.749571e-01
5.337437500747914e-04	1.890731e-01
5.386265625747914e-04	2.025485e-01
5.435093750747914e-04	2.153325e-01
5.483921875747914e-04	2.273766e-01
5.532750000747914e-04	2.386353e-01
5.581578125747914e-04	2.490660e-01
5.630406250747914e-04	2.586291e-01
5.679234375747914e-04	2.672884e-01
5.728062500747914e-04	2.750110e-01
5.776890625747914e-04	2.817676e-01
5.825718750747914e-04	2.875324e-01
5.874546875747914e-04	2.922835e-01
5.923375000747914e-04	2.960027e-01
6.021031250747914e-04	3.002919e-01
6.118687500747915e-04	3.003329e-01
6.216343750747915e-04	2.961225e-01
6.314000000747915e-04	2.877212e-01
6.411656250747915e-04	2.752526e-01
6.509312500747915e-04	2.589012e-01
6.606968750747915e-04	2.389102e-01
6.704625000747915e-04	2.155771e-01
6.802281250747915e-04	1.892500e-01
6.899937500747915e-04	1.603217e-01
6.948765625747915e-04	1.450157e-01
7.046421875747915e-04	1.130061e-01
7.144078125747915e-04	7.953427e-02
7.241734375747916e-04	4.510058e-02
7.290562500747916e-04	2.768354e-02
7.339390625747916e-04	1.021978e-02
7.388218750747916e-04	-7.225388e-03
7.437046875747916e-04	-2.458668e-02
7.534703125747916e-04	-5.879843e-02
7.632359375747916e-04	-9.190406e-02
7.730015625747916e-04	-1.234088e-01
7.827671875747916e-04	-1.528419e-01
7.925328125747916e-04	-1.797638e-01
8.022984375747916e-04	-2.037728e-01
8.120640625747916e-04	-2.245108e-01
8.218296875747916e-04	-2.416690e-01
8.315953125747916e-04	-2.549924e-01
8.413609375747917e-04	-2.642837e-01
8.511265625747917e-04	-2.694060e-01
8.608921875747917e-04	-2.702855e-01
8.657750000747917e-04	-2.691285e-01
8.706578125747917e-04	-2.669119e-01
8.755406250747917e-04	-2.636444e-01
8.804234375747917e-04	-2.593388e-01
8.853062500747917e-04	-2.540115e-01
8.901890625747917e-04	-2.476830e-01
8.950718750747917e-04	-2.403776e-01
9.048375000747917e-04	-2.229505e-01
9.146031250747917e-04	-2.019954e-01
9.243687500747917e-04	-1.778301e-01
9.341343750747917e-04	-1.508210e-01
9.439000000747917e-04	-1.213770e-01
9.487828125747918e-04	-1.058800e-01
9.585484375747918e-04	-7.362877e-02
9.683140625747918e-04	-4.011051e-02
9.780796875747918e-04	-5.831950e-03
9.829625000747917e-04	1.143074e-02
9.927281250747915e-04	4.587669e-02
1.002493750074791e-03	7.978317e-02
1.012259375074791e-03	1.126377e-01
1.022025000074791e-03	1.439435e-01
1.031790625074791e-03	1.732274e-01
1.041556250074790e-03	2.000465e-01
1.051321875074790e-03	2.239950e-01
1.061087500074790e-03	2.447103e-01
1.070853125074790e-03	2.618786e-01
1.080618750074790e-03	2.752394e-01
1.085501562574789e-03	2.804262e-01
1.090384375074789e-03	2.845895e-01
1.095267187574789e-03	2.877134e-01
1.100150000074789e-03	2.897859e-01
1.109915625074789e-03	2.907484e-01
1.119681250074789e-03	2.874604e-01
1.129446875074789e-03	2.799692e-01
1.139212500074788e-03	2.683854e-01
1.148978125074788e-03	2.528812e-01
1.158743750074788e-03	2.336878e-01
1.168509375074788e-03	2.110918e-01
1.178275000074788e-03	1.854312e-01
1.188040625074787e-03	1.570901e-01
1.197806250074787e-03	1.264928e-01
1.207571875074787e-03	9.409764e-02
1.217337500074787e-03	6.039011e-02
1.227103125074786e-03	2.587537e-02
1.236868750074786e-03	-8.929196e-03
