time	V(out)
0.000000000000000e+00	0.000000e+00
1.250000014607622e-08	2.679396e-05
5.000000058430487e-08	2.226625e-04
2.000000023372195e-07	1.196198e-03
4.000000046744390e-07	2.592828e-03
8.000000093488779e-07	5.673308e-03
1.600000018697756e-06	1.278626e-02
2.887429935825384e-06	2.645241e-02
4.812256016750296e-06	5.109260e-02
7.530949224553641e-06	9.246030e-02
1.133698814512320e-05	1.592629e-01
1.661981406591745e-05	2.622221e-01
2.412413599218775e-05	4.181977e-01
3.388976099218776e-05	6.270342e-01
4.365538599218776e-05	8.365940e-01
5.342101099218776e-05	1.043866e+00
6.318663599218776e-05	1.247309e+00
7.295226099218776e-05	1.445994e+00
8.271788599218775e-05	1.639138e+00
9.248351099218775e-05	1.826007e+00
1.022491359921877e-04	2.005896e+00
1.217803859921877e-04	2.342053e+00
1.413116359921877e-04	2.642555e+00
1.608428859921878e-04	2.902882e+00
1.803741359921878e-04	3.119118e+00
1.999053859921878e-04	3.288013e+00
2.194366359921878e-04	3.407026e+00
2.292022609921878e-04	3.447238e+00
2.389678859921878e-04	3.474369e+00
2.487335109921878e-04	3.488316e+00
2.584991359921878e-04	3.489028e+00
2.682647609921878e-04	3.476501e+00
2.780303859921878e-04	3.450784e+00
2.877960109921878e-04	3.411972e+00
3.073272609921879e-04	3.295698e+00
3.268585109921879e-04	3.129430e+00
3.463897609921879e-04	2.915669e+00
3.659210109921879e-04	2.657631e+00
3.854522609921879e-04	2.359197e+00
4.049835109921879e-04	2.024858e+00
4.245147609921880e-04	1.659642e+00
4.440460109921880e-04	1.269043e+00
4.635772609921880e-04	8.589377e-01
4.831085109921880e-04	4.354940e-01
5.026397609921880e-04	5.081725e-03
5.221710109921880e-04	-4.258247e-01
5.417022609921881e-04	-8.507434e-01
5.612335109921881e-04	-1.263283e+00
5.807647609921881e-04	-1.657237e+00
6.002960109921881e-04	-2.026680e+00
6.198272609921881e-04	-2.366055e+00
6.393585109921882e-04	-2.670257e+00
6.588897609921882e-04	-2.934710e+00
6.784210109921882e-04	-3.155434e+00
6.979522609921882e-04	-3.329112e+00
7.174835109921882e-04	-3.453128e+00
7.272491359921882e-04	-3.495901e+00
7.370147609921882e-04	-3.525618e+00
7.467803859921882e-04	-3.542169e+00
7.565460109921883e-04	-3.545491e+00
7.663116359921883e-04	-3.535572e+00
7.760772609921883e-04	-3.512447e+00
7.858428859921883e-04	-3.476205e+00
8.053741359921883e-04	-3.364963e+00
8.249053859921883e-04	-3.203516e+00
8.444366359921883e-04	-2.994294e+00
